adi_v1.11539	TCONS_00000240
adi_v1.21269	TCONS_00000785
adi_v1.21269	TCONS_00000786
adi_v1.07618	TCONS_00000787
adi_v1.07617	TCONS_00000788
adi_v1.07617	TCONS_00000789
adi_v1.07619	TCONS_00000793
adi_v1.07619	TCONS_00000794
adi_v1.07618	TCONS_00000790
adi_v1.07618	TCONS_00000791
adi_v1.07619	TCONS_00000795
adi_v1.07619	TCONS_00000796
adi_v1.07619	TCONS_00000797
adi_v1.03252	TCONS_00000799
adi_v1.02690	TCONS_00000800
XLOC_000545	TCONS_00000798
XLOC_000548	TCONS_00000801
adi_v1.09332	TCONS_00000802
XLOC_000553	TCONS_00000808
adi_v1.14311	TCONS_00000807
adi_v1.14311	TCONS_00000803
adi_v1.14312	TCONS_00000804
adi_v1.22824	TCONS_00000805
adi_v1.22824	TCONS_00000806
XLOC_000554	TCONS_00000809
adi_v1.15360	TCONS_00000814
adi_v1.15360	TCONS_00000815
adi_v1.15360	TCONS_00000823
adi_v1.08585	TCONS_00000816
adi_v1.08586	TCONS_00000810
adi_v1.08587	TCONS_00000817
adi_v1.04940	TCONS_00000818
adi_v1.00043	TCONS_00000811
XLOC_000568	TCONS_00000824
adi_v1.08302	TCONS_00000819
adi_v1.00042	TCONS_00000820
adi_v1.08302	TCONS_00000812
adi_v1.08301	TCONS_00000813
adi_v1.12808	TCONS_00000821
adi_v1.12808	TCONS_00000822
adi_v1.04522	TCONS_00000827
adi_v1.04522	TCONS_00000828
adi_v1.19176	TCONS_00000832
adi_v1.04522	TCONS_00000829
adi_v1.04522	TCONS_00000830
adi_v1.04521	TCONS_00000831
adi_v1.04521	TCONS_00000825
XLOC_000569	TCONS_00000826
XLOC_000574	TCONS_00000833
XLOC_000585	TCONS_00000850
adi_v1.13681	TCONS_00000839
adi_v1.13680	TCONS_00000840
adi_v1.13680	TCONS_00000841
adi_v1.13680	TCONS_00000842
adi_v1.13679	TCONS_00000843
adi_v1.13679	TCONS_00000844
adi_v1.13678	TCONS_00000851
adi_v1.13678	TCONS_00000845
adi_v1.13677	TCONS_00000852
adi_v1.13677	TCONS_00000853
XLOC_000589	TCONS_00000854
adi_v1.13675	TCONS_00000834
adi_v1.13675	TCONS_00000835
adi_v1.13675	TCONS_00000855
adi_v1.13672	TCONS_00000856
adi_v1.13672	TCONS_00000857
adi_v1.13671	TCONS_00000858
adi_v1.13671	TCONS_00000859
adi_v1.13671	TCONS_00000860
adi_v1.13671	TCONS_00000861
adi_v1.13671	TCONS_00000836
adi_v1.13671	TCONS_00000837
adi_v1.13671	TCONS_00000838
adi_v1.13671	TCONS_00000862
adi_v1.13670	TCONS_00000863
adi_v1.16277	TCONS_00000846
XLOC_000599	TCONS_00000864
adi_v1.14140	TCONS_00000865
adi_v1.13668	TCONS_00000847
XLOC_000601	TCONS_00000866
adi_v1.16277	TCONS_00000848
adi_v1.16277	TCONS_00000849
adi_v1.13454	TCONS_00000867
XLOC_000609	TCONS_00000877
adi_v1.16024	TCONS_00000868
adi_v1.16024	TCONS_00000878
adi_v1.16024	TCONS_00000869
adi_v1.16025	TCONS_00000870
adi_v1.16025	TCONS_00000871
adi_v1.16025	TCONS_00000872
adi_v1.16025	TCONS_00000873
adi_v1.16025	TCONS_00000874
adi_v1.16025	TCONS_00000875
XLOC_000611	TCONS_00000879
adi_v1.16025	TCONS_00000880
adi_v1.16025	TCONS_00000881
XLOC_000608	TCONS_00000876
adi_v1.05489	TCONS_00000929
adi_v1.05490	TCONS_00000882
adi_v1.05490	TCONS_00000883
adi_v1.05491	TCONS_00000884
adi_v1.05492	TCONS_00000923
XLOC_000636	TCONS_00000924
adi_v1.05493	TCONS_00000925
adi_v1.05493	TCONS_00000926
adi_v1.05493	TCONS_00000885
adi_v1.05493	TCONS_00000886
adi_v1.05494	TCONS_00000930
adi_v1.05494	TCONS_00000931
adi_v1.05494	TCONS_00000887
adi_v1.05494	TCONS_00000888
adi_v1.05494	TCONS_00000889
adi_v1.05494	TCONS_00000890
adi_v1.05494	TCONS_00000891
adi_v1.05494	TCONS_00000892
adi_v1.05495	TCONS_00000927
adi_v1.05495	TCONS_00000928
adi_v1.05496	TCONS_00000893
adi_v1.05496	TCONS_00000894
adi_v1.16401	TCONS_00000932
adi_v1.23237	TCONS_00000895
XLOC_000642	TCONS_00000933
adi_v1.23239	TCONS_00000896
adi_v1.23239	TCONS_00000897
XLOC_000643	TCONS_00000934
adi_v1.13007	TCONS_00000898
adi_v1.13010	TCONS_00000899
adi_v1.13010	TCONS_00000900
adi_v1.13011	TCONS_00000901
adi_v1.13012	TCONS_00000902
adi_v1.13012	TCONS_00000903
adi_v1.14824	TCONS_00000904
XLOC_000644	TCONS_00000935
adi_v1.14258	TCONS_00000905
adi_v1.14258	TCONS_00000906
adi_v1.14258	TCONS_00000907
adi_v1.14258	TCONS_00000908
adi_v1.14258	TCONS_00000909
XLOC_000645	TCONS_00000936
adi_v1.14258	TCONS_00000910
adi_v1.14258	TCONS_00000911
adi_v1.14258	TCONS_00000912
adi_v1.14258	TCONS_00000913
adi_v1.14258	TCONS_00000914
adi_v1.14258	TCONS_00000915
adi_v1.14258	TCONS_00000916
adi_v1.14260	TCONS_00000917
adi_v1.14260	TCONS_00000918
adi_v1.12831	TCONS_00000919
adi_v1.09266	TCONS_00000937
adi_v1.13328	TCONS_00000938
adi_v1.13341	TCONS_00000920
adi_v1.13341	TCONS_00000921
adi_v1.00974	TCONS_00000922
XLOC_000652	TCONS_00000944
XLOC_000654	TCONS_00000947
adi_v1.20910	TCONS_00000948
XLOC_000656	TCONS_00000949
adi_v1.20909	TCONS_00000950
adi_v1.06449	TCONS_00000939
adi_v1.06449	TCONS_00000940
adi_v1.06449	TCONS_00000941
adi_v1.06449	TCONS_00000942
adi_v1.06449	TCONS_00000943
adi_v1.20855	TCONS_00000951
adi_v1.06450	TCONS_00000945
adi_v1.06450	TCONS_00000946
adi_v1.06452	TCONS_00000952
XLOC_000660	TCONS_00000953
XLOC_000670	TCONS_00000968
adi_v1.04524	TCONS_00000954
adi_v1.12196	TCONS_00000969
adi_v1.12196	TCONS_00000955
adi_v1.12197	TCONS_00000956
adi_v1.12197	TCONS_00000957
adi_v1.12198	TCONS_00000958
adi_v1.12198	TCONS_00000959
adi_v1.12198	TCONS_00000960
XLOC_000666	TCONS_00000962
XLOC_000666	TCONS_00000963
XLOC_000666	TCONS_00000964
adi_v1.23327	TCONS_00000961
adi_v1.23329	TCONS_00000970
adi_v1.23329	TCONS_00000965
XLOC_000668	TCONS_00000966
adi_v1.16968	TCONS_00000967
XLOC_000682	TCONS_00000981
adi_v1.22722	TCONS_00000971
adi_v1.22722	TCONS_00000972
adi_v1.22722	TCONS_00000982
XLOC_000684	TCONS_00000983
XLOC_000688	TCONS_00000989
adi_v1.08006	TCONS_00000990
adi_v1.06529	TCONS_00000991
adi_v1.08007	TCONS_00000992
adi_v1.08008	TCONS_00000993
adi_v1.08009	TCONS_00000994
XLOC_000694	TCONS_00000995
XLOC_000695	TCONS_00000996
adi_v1.08010	TCONS_00000984
adi_v1.08010	TCONS_00000985
adi_v1.08010	TCONS_00000973
XLOC_000675	TCONS_00000974
XLOC_000676	TCONS_00000975
XLOC_000686	TCONS_00000986
XLOC_000686	TCONS_00000987
adi_v1.08128	TCONS_00000997
adi_v1.08129	TCONS_00000998
adi_v1.08130	TCONS_00000976
adi_v1.08131	TCONS_00000988
adi_v1.08132	TCONS_00000977
adi_v1.08132	TCONS_00000978
adi_v1.08132	TCONS_00000979
adi_v1.21819	TCONS_00000980
adi_v1.14167	TCONS_00000999
adi_v1.18832	TCONS_00001000
adi_v1.19335	TCONS_00001001
adi_v1.19335	TCONS_00001002
adi_v1.03714	TCONS_00001003
adi_v1.03714	TCONS_00001004
adi_v1.04479	TCONS_00001005
XLOC_000705	TCONS_00001007
adi_v1.02774	TCONS_00001006
XLOC_000708	TCONS_00001010
adi_v1.01414	TCONS_00001011
adi_v1.01414	TCONS_00001012
adi_v1.01414	TCONS_00001009
adi_v1.18624	TCONS_00001008
XLOC_000711	TCONS_00001013
XLOC_000712	TCONS_00001014
XLOC_000712	TCONS_00001015
XLOC_000712	TCONS_00001016
adi_v1.15607	TCONS_00001029
adi_v1.10216	TCONS_00001017
adi_v1.10216	TCONS_00001030
adi_v1.10216	TCONS_00001018
adi_v1.10217	TCONS_00001031
adi_v1.10217	TCONS_00001019
adi_v1.13699	TCONS_00001020
adi_v1.16238	TCONS_00001021
adi_v1.13699	TCONS_00001022
adi_v1.13699	TCONS_00001023
adi_v1.10640	TCONS_00001024
adi_v1.10639	TCONS_00001027
adi_v1.10639	TCONS_00001028
adi_v1.10638	TCONS_00001025
XLOC_000718	TCONS_00001026
adi_v1.22913	TCONS_00001092
adi_v1.22914	TCONS_00001053
adi_v1.22914	TCONS_00001054
adi_v1.22915	TCONS_00001032
adi_v1.14673	TCONS_00001033
adi_v1.14674	TCONS_00001034
adi_v1.14677	TCONS_00001055
adi_v1.14678	TCONS_00001035
adi_v1.14678	TCONS_00001056
adi_v1.14678	TCONS_00001057
adi_v1.14678	TCONS_00001058
adi_v1.14678	TCONS_00001059
adi_v1.14680	TCONS_00001060
adi_v1.14682	TCONS_00001061
adi_v1.14682	TCONS_00001062
adi_v1.14682	TCONS_00001063
adi_v1.14682	TCONS_00001064
adi_v1.14682	TCONS_00001065
adi_v1.14682	TCONS_00001066
adi_v1.14684	TCONS_00001067
adi_v1.14684	TCONS_00001068
adi_v1.14684	TCONS_00001069
XLOC_000727	TCONS_00001036
XLOC_000759	TCONS_00001093
XLOC_000760	TCONS_00001094
XLOC_000761	TCONS_00001095
adi_v1.14685	TCONS_00001070
adi_v1.14685	TCONS_00001071
adi_v1.14685	TCONS_00001096
adi_v1.14686	TCONS_00001037
adi_v1.14686	TCONS_00001038
adi_v1.14686	TCONS_00001039
XLOC_000763	TCONS_00001097
XLOC_000764	TCONS_00001098
adi_v1.14688	TCONS_00001072
adi_v1.14867	TCONS_00001073
XLOC_000765	TCONS_00001099
adi_v1.14865	TCONS_00001074
adi_v1.14865	TCONS_00001075
adi_v1.14865	TCONS_00001076
adi_v1.14865	TCONS_00001077
adi_v1.14863	TCONS_00001040
adi_v1.14861	TCONS_00001078
adi_v1.14861	TCONS_00001079
adi_v1.14860	TCONS_00001041
adi_v1.17573	TCONS_00001080
adi_v1.17573	TCONS_00001081
adi_v1.17573	TCONS_00001082
adi_v1.17573	TCONS_00001083
XLOC_000753	TCONS_00001084
XLOC_000753	TCONS_00001085
adi_v1.19039	TCONS_00001086
adi_v1.19038	TCONS_00001042
adi_v1.19039	TCONS_00001043
adi_v1.19038	TCONS_00001044
adi_v1.19037	TCONS_00001087
adi_v1.19037	TCONS_00001088
adi_v1.19037	TCONS_00001089
adi_v1.19036	TCONS_00001045
adi_v1.19036	TCONS_00001046
adi_v1.19036	TCONS_00001047
adi_v1.19036	TCONS_00001048
adi_v1.19034	TCONS_00001049
adi_v1.19034	TCONS_00001050
adi_v1.19034	TCONS_00001051
adi_v1.19034	TCONS_00001052
adi_v1.19034	TCONS_00001100
adi_v1.15284	TCONS_00001090
adi_v1.15283	TCONS_00001091
XLOC_000767	TCONS_00001101
XLOC_000768	TCONS_00001102
XLOC_000769	TCONS_00001103
adi_v1.04661	TCONS_00001104
XLOC_000771	TCONS_00001105
adi_v1.03006	TCONS_00001106
XLOC_000773	TCONS_00001107
adi_v1.08527	TCONS_00001108
adi_v1.18071	TCONS_00001109
XLOC_000779	TCONS_00001115
XLOC_000780	TCONS_00001116
adi_v1.13956	TCONS_00001117
adi_v1.13957	TCONS_00001112
adi_v1.13957	TCONS_00001118
adi_v1.13957	TCONS_00001113
adi_v1.13957	TCONS_00001114
XLOC_000775	TCONS_00001110
adi_v1.20563	TCONS_00001111
XLOC_000783	TCONS_00001119
XLOC_000784	TCONS_00001120
XLOC_000785	TCONS_00001121
XLOC_000789	TCONS_00001125
XLOC_000790	TCONS_00001126
adi_v1.15125	TCONS_00001127
adi_v1.15093	TCONS_00001128
adi_v1.15093	TCONS_00001129
adi_v1.15093	TCONS_00001130
XLOC_000795	TCONS_00001131
adi_v1.15094	TCONS_00001132
adi_v1.15094	TCONS_00001122
adi_v1.15094	TCONS_00001123
adi_v1.15125	TCONS_00001124
adi_v1.15125	TCONS_00001133
adi_v1.13167	TCONS_00001134
adi_v1.13167	TCONS_00001135
adi_v1.19533	TCONS_00001136
adi_v1.22514	TCONS_00001137
adi_v1.22514	TCONS_00001152
adi_v1.22514	TCONS_00001153
adi_v1.12528	TCONS_00001154
adi_v1.12528	TCONS_00001150
adi_v1.12528	TCONS_00001151
adi_v1.12527	TCONS_00001138
adi_v1.12527	TCONS_00001139
adi_v1.10922	TCONS_00001140
adi_v1.10921	TCONS_00001141
adi_v1.10920	TCONS_00001142
adi_v1.10920	TCONS_00001143
adi_v1.10920	TCONS_00001144
XLOC_000804	TCONS_00001145
XLOC_000804	TCONS_00001146
XLOC_000809	TCONS_00001155
adi_v1.10920	TCONS_00001147
adi_v1.10920	TCONS_00001148
adi_v1.10920	TCONS_00001149
adi_v1.10920	TCONS_00001156
adi_v1.19677	TCONS_00001159
adi_v1.19677	TCONS_00001160
adi_v1.21751	TCONS_00001157
XLOC_000812	TCONS_00001158
XLOC_000822	TCONS_00001170
adi_v1.05309	TCONS_00001161
adi_v1.05308	TCONS_00001162
adi_v1.05308	TCONS_00001163
adi_v1.05307	TCONS_00001164
adi_v1.05305	TCONS_00001165
XLOC_000823	TCONS_00001171
adi_v1.05304	TCONS_00001172
adi_v1.05304	TCONS_00001166
adi_v1.05304	TCONS_00001167
adi_v1.09416	TCONS_00001168
XLOC_000821	TCONS_00001169
XLOC_000825	TCONS_00001173
XLOC_000835	TCONS_00001187
adi_v1.00957	TCONS_00001174
adi_v1.00957	TCONS_00001175
XLOC_000827	TCONS_00001176
adi_v1.10919	TCONS_00001188
adi_v1.10919	TCONS_00001189
adi_v1.03254	TCONS_00001190
adi_v1.10919	TCONS_00001191
adi_v1.10918	TCONS_00001181
XLOC_000828	TCONS_00001177
adi_v1.10917	TCONS_00001182
adi_v1.10917	TCONS_00001183
adi_v1.10916	TCONS_00001178
adi_v1.10916	TCONS_00001179
adi_v1.10916	TCONS_00001180
adi_v1.10915	TCONS_00001184
adi_v1.21528	TCONS_00001185
adi_v1.02027	TCONS_00001186
adi_v1.07773	TCONS_00001192
adi_v1.03694	TCONS_00001193
adi_v1.03694	TCONS_00001201
adi_v1.03693	TCONS_00001202
adi_v1.03693	TCONS_00001203
adi_v1.08947	TCONS_00001204
adi_v1.07441	TCONS_00001222
adi_v1.01985	TCONS_00001223
adi_v1.01985	TCONS_00001205
adi_v1.13938	TCONS_00001206
adi_v1.13937	TCONS_00001194
adi_v1.13937	TCONS_00001195
adi_v1.13784	TCONS_00001224
adi_v1.13936	TCONS_00001225
adi_v1.13936	TCONS_00001226
adi_v1.02694	TCONS_00001207
adi_v1.13936	TCONS_00001208
adi_v1.13936	TCONS_00001209
XLOC_000843	TCONS_00001196
XLOC_000862	TCONS_00001227
XLOC_000854	TCONS_00001210
adi_v1.02694	TCONS_00001211
adi_v1.02694	TCONS_00001212
adi_v1.02695	TCONS_00001228
adi_v1.02696	TCONS_00001229
adi_v1.02697	TCONS_00001197
adi_v1.02697	TCONS_00001198
adi_v1.02697	TCONS_00001199
adi_v1.02697	TCONS_00001213
adi_v1.02697	TCONS_00001214
adi_v1.02697	TCONS_00001215
adi_v1.02697	TCONS_00001216
adi_v1.02697	TCONS_00001217
adi_v1.02698	TCONS_00001200
XLOC_000856	TCONS_00001218
XLOC_000856	TCONS_00001219
XLOC_000856	TCONS_00001220
XLOC_000856	TCONS_00001221
adi_v1.08822	TCONS_00001230
adi_v1.08822	TCONS_00001231
adi_v1.08822	TCONS_00001232
adi_v1.08822	TCONS_00001233
adi_v1.08822	TCONS_00001234
adi_v1.08822	TCONS_00001235
adi_v1.08822	TCONS_00001236
adi_v1.08822	TCONS_00001237
adi_v1.08821	TCONS_00001243
adi_v1.08820	TCONS_00001238
adi_v1.08819	TCONS_00001239
adi_v1.08819	TCONS_00001240
adi_v1.19661	TCONS_00001248
XLOC_000875	TCONS_00001249
adi_v1.18309	TCONS_00001244
adi_v1.18309	TCONS_00001245
adi_v1.18308	TCONS_00001241
adi_v1.18308	TCONS_00001242
adi_v1.18307	TCONS_00001246
adi_v1.18307	TCONS_00001247
adi_v1.07470	TCONS_00001250
XLOC_000878	TCONS_00001252
adi_v1.07469	TCONS_00001253
adi_v1.07468	TCONS_00001251
XLOC_000880	TCONS_00001254
adi_v1.05921	TCONS_00001255
adi_v1.21384	TCONS_00001256
adi_v1.21384	TCONS_00001257
adi_v1.21383	TCONS_00001258
adi_v1.02331	TCONS_00001263
adi_v1.02331	TCONS_00001264
XLOC_000885	TCONS_00001259
adi_v1.12299	TCONS_00001260
adi_v1.02332	TCONS_00001265
adi_v1.08230	TCONS_00001261
adi_v1.08230	TCONS_00001262
XLOC_000892	TCONS_00001267
XLOC_000893	TCONS_00001268
XLOC_000891	TCONS_00001266
adi_v1.21168	TCONS_00001269
adi_v1.21200	TCONS_00001288
XLOC_000898	TCONS_00001273
XLOC_000898	TCONS_00001274
adi_v1.10385	TCONS_00001275
adi_v1.10385	TCONS_00001276
adi_v1.10386	TCONS_00001277
adi_v1.10386	TCONS_00001278
XLOC_000901	TCONS_00001279
adi_v1.16427	TCONS_00001270
adi_v1.16427	TCONS_00001271
adi_v1.16427	TCONS_00001289
adi_v1.16426	TCONS_00001280
adi_v1.20723	TCONS_00001272
adi_v1.20723	TCONS_00001281
XLOC_000903	TCONS_00001282
XLOC_000904	TCONS_00001283
adi_v1.20722	TCONS_00001284
adi_v1.20722	TCONS_00001285
XLOC_000905	TCONS_00001286
adi_v1.04145	TCONS_00001287
XLOC_000918	TCONS_00001300
adi_v1.24151	TCONS_00001301
XLOC_000920	TCONS_00001302
adi_v1.24151	TCONS_00001291
adi_v1.24152	TCONS_00001292
adi_v1.24152	TCONS_00001293
adi_v1.13267	TCONS_00001303
adi_v1.13267	TCONS_00001304
adi_v1.13268	TCONS_00001294
adi_v1.13268	TCONS_00001295
adi_v1.13268	TCONS_00001296
adi_v1.13268	TCONS_00001297
adi_v1.05325	TCONS_00001290
adi_v1.13269	TCONS_00001298
adi_v1.19408	TCONS_00001299
adi_v1.05922	TCONS_00001310
adi_v1.09877	TCONS_00001311
adi_v1.05923	TCONS_00001312
adi_v1.05923	TCONS_00001313
adi_v1.02854	TCONS_00001323
adi_v1.02853	TCONS_00001324
adi_v1.02852	TCONS_00001325
adi_v1.02852	TCONS_00001314
adi_v1.02852	TCONS_00001315
adi_v1.02852	TCONS_00001316
adi_v1.12352	TCONS_00001326
adi_v1.02852	TCONS_00001317
XLOC_000941	TCONS_00001327
adi_v1.02851	TCONS_00001318
adi_v1.02851	TCONS_00001319
XLOC_000923	TCONS_00001305
XLOC_000924	TCONS_00001306
adi_v1.02850	TCONS_00001320
adi_v1.02849	TCONS_00001307
adi_v1.05289	TCONS_00001328
adi_v1.05290	TCONS_00001329
adi_v1.05291	TCONS_00001308
adi_v1.05291	TCONS_00001309
adi_v1.05292	TCONS_00001321
adi_v1.05292	TCONS_00001322
adi_v1.06446	TCONS_00001333
adi_v1.06446	TCONS_00001334
adi_v1.13109	TCONS_00001335
adi_v1.13109	TCONS_00001336
adi_v1.13109	TCONS_00001330
adi_v1.13109	TCONS_00001331
adi_v1.13109	TCONS_00001343
XLOC_000947	TCONS_00001337
XLOC_000947	TCONS_00001338
adi_v1.13106	TCONS_00001339
adi_v1.13106	TCONS_00001340
adi_v1.13106	TCONS_00001341
adi_v1.15930	TCONS_00001332
adi_v1.15929	TCONS_00001344
adi_v1.15929	TCONS_00001342
adi_v1.17517	TCONS_00001370
adi_v1.04288	TCONS_00001346
adi_v1.04288	TCONS_00001347
XLOC_000969	TCONS_00001371
adi_v1.04288	TCONS_00001348
adi_v1.04288	TCONS_00001349
adi_v1.04287	TCONS_00001350
adi_v1.04287	TCONS_00001372
adi_v1.04286	TCONS_00001351
adi_v1.04286	TCONS_00001352
adi_v1.04286	TCONS_00001353
adi_v1.04285	TCONS_00001354
adi_v1.04285	TCONS_00001355
adi_v1.04285	TCONS_00001356
adi_v1.04285	TCONS_00001357
adi_v1.04285	TCONS_00001358
adi_v1.04285	TCONS_00001359
adi_v1.04285	TCONS_00001360
adi_v1.04285	TCONS_00001361
adi_v1.04285	TCONS_00001362
adi_v1.04284	TCONS_00001363
adi_v1.04284	TCONS_00001364
adi_v1.04283	TCONS_00001365
adi_v1.04283	TCONS_00001366
adi_v1.04282	TCONS_00001367
adi_v1.04282	TCONS_00001345
XLOC_000971	TCONS_00001373
XLOC_000967	TCONS_00001368
XLOC_000967	TCONS_00001369
XLOC_000974	TCONS_00001376
adi_v1.22572	TCONS_00001377
XLOC_000972	TCONS_00001374
XLOC_000973	TCONS_00001375
XLOC_000976	TCONS_00001378
XLOC_000977	TCONS_00001379
XLOC_000978	TCONS_00001380
adi_v1.04933	TCONS_00001381
XLOC_000981	TCONS_00001383
adi_v1.07889	TCONS_00001384
XLOC_000980	TCONS_00001382
XLOC_000983	TCONS_00001385
XLOC_000984	TCONS_00001386
XLOC_000986	TCONS_00001388
adi_v1.19576	TCONS_00001389
XLOC_000988	TCONS_00001390
XLOC_000989	TCONS_00001391
XLOC_000990	TCONS_00001392
XLOC_000985	TCONS_00001387
XLOC_000991	TCONS_00001393
adi_v1.14475	TCONS_00001416
adi_v1.14474	TCONS_00001405
adi_v1.14474	TCONS_00001394
adi_v1.14473	TCONS_00001417
adi_v1.14473	TCONS_00001406
adi_v1.14473	TCONS_00001407
adi_v1.14473	TCONS_00001408
adi_v1.14473	TCONS_00001409
adi_v1.14473	TCONS_00001410
adi_v1.20315	TCONS_00001395
adi_v1.20315	TCONS_00001396
adi_v1.20315	TCONS_00001397
adi_v1.09920	TCONS_00001398
XLOC_000996	TCONS_00001399
XLOC_001005	TCONS_00001411
adi_v1.20488	TCONS_00001400
adi_v1.20488	TCONS_00001401
adi_v1.20488	TCONS_00001412
adi_v1.20488	TCONS_00001413
adi_v1.20488	TCONS_00001414
XLOC_001007	TCONS_00001415
adi_v1.13548	TCONS_00001402
adi_v1.18689	TCONS_00001403
adi_v1.18689	TCONS_00001404
XLOC_001017	TCONS_00001427
adi_v1.19889	TCONS_00001428
adi_v1.13708	TCONS_00001429
adi_v1.08682	TCONS_00001422
adi_v1.08682	TCONS_00001423
adi_v1.08682	TCONS_00001418
adi_v1.08682	TCONS_00001419
adi_v1.08687	TCONS_00001424
adi_v1.08685	TCONS_00001425
adi_v1.08687	TCONS_00001426
adi_v1.21330	TCONS_00001420
adi_v1.19926	TCONS_00001421
adi_v1.07970	TCONS_00001430
adi_v1.07972	TCONS_00001431
adi_v1.07970	TCONS_00001432
adi_v1.07971	TCONS_00001433
adi_v1.07971	TCONS_00001434
adi_v1.07973	TCONS_00001435
adi_v1.07974	TCONS_00001436
adi_v1.07974	TCONS_00001437
XLOC_001026	TCONS_00001438
adi_v1.07975	TCONS_00001447
adi_v1.07976	TCONS_00001439
adi_v1.07977	TCONS_00001440
adi_v1.18966	TCONS_00001441
adi_v1.07978	TCONS_00001442
adi_v1.07979	TCONS_00001443
adi_v1.07979	TCONS_00001444
adi_v1.07979	TCONS_00001445
adi_v1.07979	TCONS_00001448
adi_v1.06372	TCONS_00001449
adi_v1.08389	TCONS_00001446
adi_v1.21739	TCONS_00001452
adi_v1.23336	TCONS_00001450
adi_v1.19056	TCONS_00001451
adi_v1.04165	TCONS_00001453
adi_v1.07509	TCONS_00001465
adi_v1.07508	TCONS_00001461
adi_v1.07508	TCONS_00001462
adi_v1.07507	TCONS_00001454
adi_v1.15091	TCONS_00001463
adi_v1.15091	TCONS_00001455
XLOC_001051	TCONS_00001466
XLOC_001052	TCONS_00001467
XLOC_001053	TCONS_00001468
XLOC_001054	TCONS_00001469
adi_v1.15090	TCONS_00001456
adi_v1.15090	TCONS_00001457
adi_v1.15090	TCONS_00001458
adi_v1.03317	TCONS_00001459
adi_v1.03318	TCONS_00001460
XLOC_001055	TCONS_00001470
XLOC_001056	TCONS_00001471
adi_v1.03319	TCONS_00001472
adi_v1.03320	TCONS_00001464
adi_v1.04201	TCONS_00001474
adi_v1.04201	TCONS_00001476
XLOC_001062	TCONS_00001477
adi_v1.04200	TCONS_00001475
adi_v1.04200	TCONS_00001473
adi_v1.22305	TCONS_00001498
adi_v1.05482	TCONS_00001478
adi_v1.05482	TCONS_00001479
XLOC_001093	TCONS_00001527
XLOC_001065	TCONS_00001480
adi_v1.05481	TCONS_00001481
adi_v1.05480	TCONS_00001499
adi_v1.05480	TCONS_00001500
adi_v1.05480	TCONS_00001528
adi_v1.05479	TCONS_00001482
adi_v1.05479	TCONS_00001483
XLOC_001078	TCONS_00001501
adi_v1.05478	TCONS_00001502
adi_v1.10006	TCONS_00001503
adi_v1.05478	TCONS_00001504
adi_v1.05478	TCONS_00001505
adi_v1.10006	TCONS_00001506
XLOC_001068	TCONS_00001484
XLOC_001068	TCONS_00001485
adi_v1.16210	TCONS_00001486
adi_v1.16209	TCONS_00001507
adi_v1.16209	TCONS_00001508
adi_v1.10422	TCONS_00001509
XLOC_001095	TCONS_00001529
adi_v1.01987	TCONS_00001510
adi_v1.01986	TCONS_00001511
adi_v1.01986	TCONS_00001512
adi_v1.01987	TCONS_00001530
adi_v1.09839	TCONS_00001513
adi_v1.09839	TCONS_00001514
adi_v1.16367	TCONS_00001531
adi_v1.03282	TCONS_00001487
adi_v1.18603	TCONS_00001488
adi_v1.09837	TCONS_00001489
adi_v1.09837	TCONS_00001490
adi_v1.09837	TCONS_00001491
adi_v1.05670	TCONS_00001492
XLOC_001098	TCONS_00001532
adi_v1.11651	TCONS_00001533
adi_v1.06827	TCONS_00001515
adi_v1.07390	TCONS_00001516
adi_v1.07390	TCONS_00001517
XLOC_001072	TCONS_00001493
adi_v1.07389	TCONS_00001494
adi_v1.12174	TCONS_00001518
adi_v1.12174	TCONS_00001519
adi_v1.12174	TCONS_00001520
adi_v1.12174	TCONS_00001521
adi_v1.12175	TCONS_00001522
adi_v1.12175	TCONS_00001523
adi_v1.12175	TCONS_00001524
adi_v1.12175	TCONS_00001534
adi_v1.12176	TCONS_00001525
XLOC_001074	TCONS_00001495
XLOC_001074	TCONS_00001496
adi_v1.12177	TCONS_00001526
adi_v1.04409	TCONS_00001535
adi_v1.12178	TCONS_00001497
adi_v1.05129	TCONS_00001536
adi_v1.05129	TCONS_00001537
XLOC_001104	TCONS_00001538
adi_v1.09376	TCONS_00001545
adi_v1.09376	TCONS_00001539
adi_v1.09376	TCONS_00001546
adi_v1.09375	TCONS_00001540
adi_v1.09375	TCONS_00001541
XLOC_001108	TCONS_00001543
XLOC_001112	TCONS_00001547
adi_v1.19550	TCONS_00001544
adi_v1.17438	TCONS_00001542
adi_v1.07337	TCONS_00001548
adi_v1.07337	TCONS_00001551
adi_v1.07337	TCONS_00001549
adi_v1.08575	TCONS_00001552
adi_v1.08575	TCONS_00001553
adi_v1.08577	TCONS_00001550
adi_v1.05311	TCONS_00001554
XLOC_001119	TCONS_00001555
adi_v1.12640	TCONS_00001558
XLOC_001120	TCONS_00001556
adi_v1.04860	TCONS_00001559
adi_v1.23531	TCONS_00001560
XLOC_001121	TCONS_00001557
XLOC_001125	TCONS_00001561
adi_v1.08596	TCONS_00001562
adi_v1.08596	TCONS_00001563
adi_v1.08597	TCONS_00001564
adi_v1.08597	TCONS_00001565
adi_v1.08597	TCONS_00001566
adi_v1.08598	TCONS_00001567
XLOC_001129	TCONS_00001568
adi_v1.08598	TCONS_00001585
adi_v1.08599	TCONS_00001586
